employeenumber,department,jobrole,joblevel,educationfield,gender,age,age_band,monthlyincome,overtime,overtime_flag,distancefromhome,jobsatisfaction,worklifebalance,tenure_years,tenure_band,attrition,attrition_flag
1415,Research & Development,Laboratory Technician,1,Technical Degree,Male,25,25-34,3229,No,0,1,4,2,3,2-5,No,0
1417,Research & Development,Laboratory Technician,1,Other,Male,26,25-34,3578,No,0,7,1,3,7,5-10,No,0
1419,Human Resources,Human Resources,3,Other,Male,29,25-34,7988,No,0,17,1,2,10,5-10,No,0
1420,Research & Development,Laboratory Technician,2,Life Sciences,Male,49,45-54,4284,No,0,28,1,3,4,2-5,Yes,1
1421,Research & Development,Healthcare Representative,3,Other,Female,29,25-34,7553,Yes,1,14,4,3,8,5-10,Yes,1
1422,Research & Development,Research Director,4,Medical,Female,54,45-54,17328,No,0,1,4,2,20,10+,No,0
1423,Research & Development,Research Director,5,Medical,Female,58,55+,19701,Yes,1,1,1,3,9,5-10,No,0
1424,Research & Development,Research Director,4,Medical,Male,55,55+,14732,No,0,1,4,4,7,5-10,No,0
1425,Sales,Sales Executive,2,Marketing,Female,36,35-44,9278,Yes,1,3,2,3,5,2-5,No,0
1427,Sales,Sales Representative,1,Life Sciences,Female,31,25-34,1359,No,0,1,3,3,1,0-1,Yes,1
1428,Sales,Sales Executive,2,Marketing,Female,30,25-34,4779,No,0,7,1,3,3,2-5,No,0
1430,Research & Development,Research Director,4,Life Sciences,Female,31,25-34,16422,No,0,8,2,4,3,2-5,No,0
1431,Research & Development,Research Scientist,1,Other,Male,34,25-34,2996,No,0,1,1,3,4,2-5,No,0
1433,Research & Development,Research Scientist,1,Life Sciences,Female,31,25-34,1261,No,0,8,2,4,1,0-1,Yes,1
1434,Research & Development,Laboratory Technician,1,Life Sciences,Male,27,25-34,2099,No,0,11,1,4,5,2-5,No,0
1435,Research & Development,Laboratory Technician,2,Life Sciences,Male,36,35-44,5810,No,0,4,4,2,10,5-10,No,0
1436,Sales,Sales Executive,2,Marketing,Female,36,35-44,5647,No,0,16,1,2,3,2-5,No,0
1438,Research & Development,Research Scientist,1,Technical Degree,Male,47,45-54,3420,No,0,1,4,2,6,5-10,No,0
1439,Sales,Sales Representative,1,Life Sciences,Male,25,25-34,4400,No,0,9,1,3,3,2-5,Yes,1
1440,Research & Development,Laboratory Technician,1,Technical Degree,Male,37,35-44,3500,No,0,5,3,1,6,5-10,No,0
1441,Research & Development,Research Scientist,1,Life Sciences,Female,56,55+,2066,No,0,1,1,4,3,2-5,No,0
1443,Research & Development,Research Director,4,Medical,Female,47,45-54,17169,No,0,2,3,4,20,10+,No,0
1445,Sales,Sales Executive,2,Medical,Female,24,<25,4162,Yes,1,4,3,3,5,2-5,No,0
1446,Sales,Sales Executive,2,Marketing,Male,32,25-34,9204,No,0,7,4,2,4,2-5,No,0
1447,Research & Development,Laboratory Technician,1,Life Sciences,Female,34,25-34,3294,No,0,1,2,2,5,2-5,No,0
1448,Research & Development,Research Scientist,1,Medical,Male,41,35-44,2127,Yes,1,5,3,2,4,2-5,No,0
1449,Research & Development,Laboratory Technician,2,Other,Male,40,35-44,3975,No,0,9,3,4,8,5-10,No,0
1453,Sales,Sales Executive,3,Life Sciences,Male,31,25-34,10793,No,0,8,4,3,13,10+,No,0
1457,Sales,Sales Executive,3,Marketing,Male,46,45-54,10096,No,0,9,4,4,7,5-10,Yes,1
1458,Research & Development,Laboratory Technician,1,Life Sciences,Female,39,35-44,3646,Yes,1,2,1,4,1,0-1,Yes,1
1459,Research & Development,Manufacturing Director,3,Life Sciences,Female,31,25-34,7446,No,0,1,2,3,10,5-10,Yes,1
1460,Research & Development,Healthcare Representative,3,Medical,Male,45,45-54,10851,Yes,1,20,1,3,7,5-10,No,0
1461,Human Resources,Human Resources,1,Medical,Female,31,25-34,2109,No,0,8,2,3,3,2-5,No,0
1464,Research & Development,Laboratory Technician,1,Life Sciences,Male,31,25-34,3722,Yes,1,2,4,1,2,1-2,Yes,1
1465,Research & Development,Manufacturing Director,3,Technical Degree,Male,45,45-54,9380,Yes,1,29,4,4,3,2-5,No,0
1466,Sales,Sales Executive,2,Marketing,Male,48,45-54,5486,No,0,7,1,3,2,1-2,No,0
1467,Human Resources,Human Resources,1,Technical Degree,Female,34,25-34,2742,No,0,9,3,3,2,1-2,Yes,1
1468,Research & Development,Research Director,3,Medical,Male,40,35-44,13757,No,0,8,2,3,9,5-10,No,0
1469,Sales,Sales Executive,2,Medical,Male,28,25-34,8463,No,0,5,1,3,5,2-5,No,0
1471,Research & Development,Laboratory Technician,1,Life Sciences,Male,44,35-44,3162,No,0,5,3,3,5,2-5,No,0
1472,Research & Development,Research Director,4,Medical,Male,53,45-54,16598,No,0,2,2,2,9,5-10,No,0
1473,Research & Development,Healthcare Representative,2,Technical Degree,Male,49,45-54,6651,No,0,5,3,2,3,2-5,No,0
1474,Research & Development,Research Scientist,1,Medical,Male,40,35-44,2345,No,0,2,3,4,3,2-5,No,0
1475,Research & Development,Research Scientist,1,Life Sciences,Male,44,35-44,3420,No,0,20,2,2,5,2-5,No,0
1477,Sales,Sales Executive,2,Medical,Male,33,25-34,4373,No,0,7,1,3,4,2-5,No,0
1478,Sales,Sales Executive,2,Other,Male,34,25-34,4759,No,0,3,1,3,13,10+,No,0
1479,Sales,Sales Executive,2,Life Sciences,Male,30,25-34,5301,No,0,16,3,2,2,1-2,No,0
1480,Research & Development,Laboratory Technician,1,Medical,Female,42,35-44,3673,No,0,9,4,3,12,10+,No,0
1481,Sales,Sales Executive,2,Marketing,Female,44,35-44,4768,No,0,1,3,2,1,0-1,No,0
1482,Research & Development,Research Scientist,1,Technical Degree,Male,30,25-34,1274,No,0,7,3,2,1,0-1,No,0
1483,Research & Development,Research Scientist,2,Life Sciences,Male,57,55+,4900,No,0,1,3,2,12,10+,No,0
1484,Research & Development,Healthcare Representative,3,Life Sciences,Male,49,45-54,10466,No,0,7,2,3,8,5-10,No,0
1485,Research & Development,Research Director,4,Medical,Male,34,25-34,17007,No,0,15,1,2,14,10+,No,0
1486,Sales,Sales Representative,1,Technical Degree,Male,28,25-34,2909,No,0,1,3,4,3,2-5,Yes,1
1487,Sales,Sales Executive,2,Technical Degree,Female,29,25-34,5765,No,0,13,2,1,5,2-5,Yes,1
1489,Sales,Sales Executive,2,Medical,Female,34,25-34,4599,Yes,1,24,2,4,15,10+,Yes,1
1492,Sales,Sales Representative,1,Life Sciences,Male,35,35-44,2404,No,0,7,3,3,1,0-1,No,0
1494,Research & Development,Laboratory Technician,1,Medical,Male,24,<25,3172,Yes,1,9,1,2,0,0-1,Yes,1
1495,Sales,Sales Representative,1,Life Sciences,Female,24,<25,2033,No,0,13,2,3,1,0-1,No,0
1496,Research & Development,Manufacturing Director,3,Medical,Male,44,35-44,10209,Yes,1,2,3,2,2,1-2,No,0
1497,Sales,Sales Executive,2,Life Sciences,Male,29,25-34,8620,No,0,19,3,3,10,5-10,No,0
1499,Human Resources,Human Resources,1,Life Sciences,Male,30,25-34,2064,No,0,1,3,4,5,2-5,No,0
1501,Research & Development,Healthcare Representative,2,Life Sciences,Male,55,55+,4035,Yes,1,4,3,3,3,2-5,No,0
1502,Research & Development,Laboratory Technician,1,Medical,Female,33,25-34,3838,No,0,4,2,3,5,2-5,No,0
1503,Sales,Sales Executive,2,Medical,Female,47,45-54,4591,Yes,1,14,3,2,5,2-5,No,0
1504,Research & Development,Laboratory Technician,1,Medical,Male,28,25-34,2561,No,0,2,1,2,0,0-1,Yes,1
1506,Research & Development,Research Scientist,1,Life Sciences,Male,28,25-34,1563,No,0,1,3,1,1,0-1,No,0
1507,Sales,Sales Executive,2,Life Sciences,Male,28,25-34,4898,No,0,7,1,3,4,2-5,No,0
1509,Research & Development,Laboratory Technician,2,Medical,Female,49,45-54,4789,No,0,3,1,3,3,2-5,No,0
1513,Research & Development,Laboratory Technician,1,Life Sciences,Female,29,25-34,3180,No,0,2,2,3,3,2-5,No,0
1514,Research & Development,Manufacturing Director,2,Life Sciences,Male,28,25-34,6549,No,0,29,2,2,8,5-10,No,0
1515,Research & Development,Healthcare Representative,2,Life Sciences,Male,33,25-34,6388,Yes,1,8,3,3,0,0-1,No,0
1516,Research & Development,Manager,3,Medical,Male,32,25-34,11244,No,0,10,4,4,5,2-5,No,0
1520,Research & Development,Manager,4,Medical,Female,54,45-54,16032,No,0,11,4,3,14,10+,No,0
1522,Research & Development,Research Scientist,1,Technical Degree,Male,29,25-34,2362,No,0,1,1,1,9,5-10,Yes,1
1523,Research & Development,Research Director,4,Life Sciences,Male,44,35-44,16328,No,0,28,1,4,20,10+,No,0
1525,Research & Development,Manufacturing Director,3,Life Sciences,Female,39,35-44,8376,No,0,6,2,3,2,1-2,No,0
1527,Sales,Manager,4,Life Sciences,Female,46,45-54,16606,No,0,3,2,4,13,10+,No,0
1529,Research & Development,Healthcare Representative,3,Life Sciences,Female,35,35-44,8606,No,0,16,2,1,11,10+,No,0
1533,Research & Development,Laboratory Technician,2,Life Sciences,Male,23,<25,2272,No,0,20,3,3,4,2-5,No,0
1534,Research & Development,Laboratory Technician,1,Life Sciences,Male,40,35-44,2018,No,0,9,1,1,5,2-5,Yes,1
1535,Sales,Sales Executive,3,Technical Degree,Male,34,25-34,7083,Yes,1,1,3,3,10,5-10,No,0
1537,Research & Development,Research Scientist,1,Life Sciences,Female,31,25-34,4084,No,0,3,3,1,7,5-10,Yes,1
1539,Research & Development,Research Director,4,Medical,Male,50,45-54,14411,Yes,1,22,4,3,32,10+,No,0
1541,Sales,Sales Representative,1,Technical Degree,Male,34,25-34,2308,Yes,1,7,3,3,11,10+,No,0
1542,Research & Development,Laboratory Technician,1,Medical,Male,42,35-44,4841,No,0,2,2,3,1,0-1,No,0
1543,Research & Development,Research Scientist,2,Medical,Male,37,35-44,4285,No,0,13,4,3,10,5-10,No,0
1544,Research & Development,Healthcare Representative,2,Other,Female,29,25-34,9715,No,0,8,1,3,7,5-10,No,0
1545,Research & Development,Manufacturing Director,2,Life Sciences,Male,33,25-34,4320,No,0,25,2,3,5,2-5,No,0
1546,Research & Development,Research Scientist,1,Technical Degree,Male,45,45-54,2132,No,0,28,4,3,5,2-5,No,0
1547,Research & Development,Healthcare Representative,3,Life Sciences,Male,42,35-44,10124,Yes,1,2,4,1,20,10+,No,0
1548,Sales,Sales Executive,2,Medical,Male,40,35-44,5473,No,0,9,1,4,8,5-10,No,0
1549,Research & Development,Laboratory Technician,2,Life Sciences,Male,33,25-34,5207,Yes,1,28,3,3,15,10+,No,0
1550,Human Resources,Manager,4,Medical,Male,40,35-44,16437,Yes,1,6,4,3,21,10+,No,0
1551,Research & Development,Laboratory Technician,1,Technical Degree,Male,24,<25,2296,No,0,21,1,3,1,0-1,No,0
1552,Research & Development,Healthcare Representative,2,Life Sciences,Male,40,35-44,4069,Yes,1,8,4,3,2,1-2,No,0
1553,Research & Development,Healthcare Representative,3,Technical Degree,Male,45,45-54,7441,No,0,1,2,3,10,5-10,No,0
1554,Sales,Sales Representative,1,Life Sciences,Female,35,35-44,2430,No,0,28,3,3,5,2-5,No,0
1555,Research & Development,Research Scientist,2,Life Sciences,Female,32,25-34,5878,No,0,5,2,3,7,5-10,No,0
1556,Sales,Sales Representative,1,Life Sciences,Male,36,35-44,2644,Yes,1,2,4,2,3,2-5,No,0
1557,Sales,Sales Executive,2,Life Sciences,Female,48,45-54,6439,No,0,16,3,3,8,5-10,No,0
1558,Research & Development,Research Scientist,1,Life Sciences,Male,29,25-34,2451,No,0,9,3,2,1,0-1,No,0
1560,Sales,Sales Executive,2,Life Sciences,Male,33,25-34,6392,No,0,8,1,1,2,1-2,No,0
1562,Sales,Sales Executive,2,Life Sciences,Male,30,25-34,9714,No,0,1,1,3,10,5-10,Yes,1
1563,Human Resources,Human Resources,2,Human Resources,Male,38,35-44,6077,No,0,10,3,3,6,5-10,No,0
1564,Research & Development,Laboratory Technician,1,Medical,Male,35,35-44,2450,No,0,1,1,3,3,2-5,No,0
1568,Sales,Sales Executive,3,Technical Degree,Male,30,25-34,9250,No,0,29,2,3,4,2-5,No,0
1569,Research & Development,Laboratory Technician,1,Life Sciences,Female,35,35-44,2074,Yes,1,2,1,3,1,0-1,Yes,1
1572,Research & Development,Manufacturing Director,3,Technical Degree,Female,53,45-54,10169,No,0,2,4,3,33,10+,Yes,1
1573,Research & Development,Manufacturing Director,2,Medical,Male,38,35-44,4855,No,0,2,2,3,5,2-5,Yes,1
1574,Research & Development,Research Scientist,2,Technical Degree,Male,32,25-34,4087,No,0,1,1,2,6,5-10,No,0
1576,Research & Development,Research Scientist,1,Other,Female,48,45-54,2367,No,0,15,1,2,8,5-10,No,0
1577,Research & Development,Research Scientist,1,Medical,Male,34,25-34,2972,No,0,7,4,1,1,0-1,No,0
1578,Sales,Manager,5,Marketing,Male,55,55+,19586,No,0,26,4,3,36,10+,No,0
1580,Research & Development,Research Scientist,2,Life Sciences,Male,34,25-34,5484,No,0,1,4,2,2,1-2,No,0
1581,Research & Development,Research Scientist,1,Life Sciences,Female,26,25-34,2061,No,0,3,4,3,1,0-1,No,0
1582,Sales,Sales Executive,2,Life Sciences,Male,38,35-44,9924,No,0,14,2,3,9,5-10,No,0
1583,Sales,Sales Executive,2,Life Sciences,Female,38,35-44,4198,No,0,16,2,4,3,2-5,No,0
1585,Sales,Sales Executive,2,Life Sciences,Female,36,35-44,6815,No,0,1,3,3,1,0-1,No,0
1586,Research & Development,Laboratory Technician,1,Medical,Male,29,25-34,4723,Yes,1,3,1,3,10,5-10,No,0
1587,Research & Development,Healthcare Representative,2,Medical,Female,35,35-44,6142,Yes,1,10,3,3,5,2-5,No,0
1588,Sales,Sales Executive,3,Medical,Male,39,35-44,8237,No,0,6,3,3,7,5-10,No,0
1590,Research & Development,Healthcare Representative,2,Life Sciences,Male,29,25-34,8853,No,0,2,4,4,6,5-10,No,0
1591,Sales,Manager,5,Marketing,Male,50,45-54,19331,Yes,1,9,3,3,1,0-1,No,0
1592,Research & Development,Research Scientist,1,Technical Degree,Male,23,<25,2073,No,0,10,3,3,2,1-2,No,0
1594,Research & Development,Laboratory Technician,2,Life Sciences,Male,36,35-44,5562,Yes,1,6,1,3,3,2-5,No,0
1595,Research & Development,Manager,5,Other,Male,42,35-44,19613,No,0,9,4,3,1,0-1,No,0
1596,Research & Development,Laboratory Technician,2,Life Sciences,Male,35,35-44,3407,No,0,28,3,2,10,5-10,No,0
1597,Research & Development,Healthcare Representative,2,Technical Degree,Male,34,25-34,5063,No,0,10,3,2,8,5-10,No,0
1598,Sales,Sales Executive,2,Life Sciences,Female,40,35-44,4639,No,0,14,1,3,5,2-5,No,0
1599,Research & Development,Laboratory Technician,1,Technical Degree,Male,43,35-44,4876,No,0,27,2,3,6,5-10,No,0
1601,Research & Development,Laboratory Technician,1,Life Sciences,Male,35,35-44,2690,No,0,7,4,2,1,0-1,No,0
1602,Sales,Manager,4,Life Sciences,Male,46,45-54,17567,No,0,1,1,1,26,10+,No,0
1604,Research & Development,Laboratory Technician,1,Medical,Male,28,25-34,2408,Yes,1,24,2,3,1,0-1,Yes,1
1605,Research & Development,Research Scientist,1,Other,Female,22,<25,2814,Yes,1,26,3,2,4,2-5,No,0
1606,Research & Development,Healthcare Representative,4,Medical,Male,50,45-54,11245,Yes,1,20,3,3,30,10+,No,0
1607,Research & Development,Research Scientist,1,Other,Female,32,25-34,3312,No,0,5,4,3,3,2-5,No,0
1608,Research & Development,Research Director,5,Medical,Female,44,35-44,19049,Yes,1,7,4,2,22,10+,No,0
1609,Research & Development,Research Scientist,1,Medical,Male,30,25-34,2141,No,0,7,2,2,6,5-10,No,0
1611,Research & Development,Laboratory Technician,2,Medical,Female,45,45-54,5769,Yes,1,5,1,3,10,5-10,No,0
1612,Sales,Sales Executive,2,Marketing,Male,45,45-54,4385,No,0,26,1,3,10,5-10,No,0
1613,Sales,Sales Executive,2,Other,Male,31,25-34,5332,No,0,2,1,3,5,2-5,No,0
1614,Research & Development,Manufacturing Director,2,Life Sciences,Female,36,35-44,4663,Yes,1,12,3,3,3,2-5,No,0
1615,Research & Development,Manufacturing Director,2,Life Sciences,Male,34,25-34,4724,No,0,10,4,3,9,5-10,No,0
1617,Research & Development,Laboratory Technician,1,Life Sciences,Female,49,45-54,3211,No,0,25,1,2,9,5-10,No,0
1618,Research & Development,Manufacturing Director,2,Medical,Male,39,35-44,5377,No,0,10,1,3,7,5-10,No,0
1619,Research & Development,Laboratory Technician,1,Other,Male,27,25-34,4066,No,0,19,1,3,7,5-10,No,0
1621,Research & Development,Research Scientist,2,Life Sciences,Male,35,35-44,5208,No,0,18,1,3,16,10+,No,0
1622,Research & Development,Manufacturing Director,2,Medical,Female,28,25-34,4877,No,0,27,1,2,5,2-5,No,0
1623,Research & Development,Research Scientist,1,Medical,Male,21,<25,3117,No,0,5,4,3,2,1-2,No,0
1624,Sales,Sales Representative,1,Medical,Female,18,<25,1569,Yes,1,3,4,4,0,0-1,Yes,1
1625,Human Resources,Manager,5,Life Sciences,Female,47,45-54,19658,No,0,26,3,3,5,2-5,No,0
1627,Research & Development,Laboratory Technician,2,Medical,Male,39,35-44,3069,No,0,3,3,3,10,5-10,No,0
1628,Research & Development,Manufacturing Director,3,Life Sciences,Female,40,35-44,10435,No,0,15,3,3,18,10+,No,0
1630,Research & Development,Healthcare Representative,2,Life Sciences,Female,35,35-44,4148,No,0,8,3,3,14,10+,No,0
1631,Research & Development,Manufacturing Director,2,Life Sciences,Male,37,35-44,5768,No,0,19,3,2,4,2-5,No,0
1633,Research & Development,Manufacturing Director,2,Medical,Female,39,35-44,5042,No,0,4,3,1,9,5-10,No,0
1635,Research & Development,Manufacturing Director,2,Other,Female,45,45-54,5770,No,0,2,4,3,10,5-10,No,0
1638,Research & Development,Manufacturing Director,3,Medical,Female,38,35-44,7756,Yes,1,2,3,4,5,2-5,No,0
1639,Sales,Sales Executive,3,Medical,Male,35,35-44,10306,No,0,10,1,3,13,10+,Yes,1
1640,Research & Development,Research Scientist,1,Medical,Female,37,35-44,3936,No,0,10,2,1,8,5-10,No,0
1641,Research & Development,Manufacturing Director,3,Life Sciences,Female,40,35-44,7945,Yes,1,16,4,2,4,2-5,No,0
1642,Human Resources,Human Resources,2,Human Resources,Male,44,35-44,5743,Yes,1,1,4,3,10,5-10,No,0
1644,Research & Development,Manager,4,Medical,Male,48,45-54,15202,No,0,4,4,3,2,1-2,No,0
1645,Sales,Sales Executive,2,Medical,Male,35,35-44,5440,Yes,1,15,4,2,2,1-2,Yes,1
1646,Research & Development,Research Scientist,1,Technical Degree,Female,24,<25,3760,Yes,1,2,4,3,6,5-10,No,0
1647,Research & Development,Research Scientist,1,Medical,Female,27,25-34,3517,No,0,8,3,3,3,2-5,No,0
1648,Research & Development,Research Scientist,1,Medical,Male,27,25-34,2580,No,0,2,4,2,4,2-5,No,0
1649,Research & Development,Laboratory Technician,1,Life Sciences,Male,40,35-44,2166,Yes,1,7,1,1,4,2-5,Yes,1
1650,Sales,Sales Executive,2,Medical,Male,29,25-34,5869,No,0,10,3,3,5,2-5,No,0
1651,Research & Development,Healthcare Representative,3,Life Sciences,Female,36,35-44,8008,No,0,5,1,3,3,2-5,No,0
1653,Research & Development,Manufacturing Director,2,Life Sciences,Male,25,25-34,5206,No,0,2,3,3,7,5-10,No,0
1654,Research & Development,Manufacturing Director,2,Medical,Male,39,35-44,5295,No,0,12,2,3,5,2-5,No,0
1655,Research & Development,Research Director,4,Other,Female,49,45-54,16413,No,0,22,2,3,4,2-5,No,0
1656,Research & Development,Research Director,3,Life Sciences,Female,50,45-54,13269,No,0,17,1,3,14,10+,No,0
1657,Sales,Sales Representative,1,Medical,Female,20,<25,2783,No,0,2,3,3,2,1-2,No,0
1658,Research & Development,Research Scientist,2,Life Sciences,Female,34,25-34,5433,No,0,3,2,3,11,10+,No,0
1659,Research & Development,Laboratory Technician,1,Life Sciences,Male,36,35-44,2013,No,0,7,2,3,4,2-5,No,0
1661,Research & Development,Healthcare Representative,4,Life Sciences,Female,49,45-54,13966,Yes,1,6,3,3,15,10+,No,0
1662,Research & Development,Manufacturing Director,2,Medical,Female,36,35-44,4374,No,0,1,3,3,3,2-5,No,0
1664,Research & Development,Healthcare Representative,2,Life Sciences,Male,36,35-44,6842,No,0,3,1,3,5,2-5,No,0
1665,Research & Development,Manager,4,Medical,Female,54,45-54,17426,No,0,22,3,3,10,5-10,No,0
1666,Research & Development,Research Director,4,Life Sciences,Male,43,35-44,17603,No,0,15,3,3,14,10+,No,0
1667,Sales,Sales Executive,2,Other,Male,35,35-44,4581,Yes,1,12,4,4,11,10+,Yes,1
1668,Research & Development,Research Scientist,2,Life Sciences,Male,38,35-44,4735,No,0,1,4,4,13,10+,No,0
1669,Sales,Sales Executive,2,Medical,Male,29,25-34,4187,Yes,1,5,2,2,10,5-10,No,0
1670,Sales,Sales Executive,2,Medical,Male,33,25-34,5505,No,0,2,4,3,6,5-10,No,0
1671,Research & Development,Research Scientist,2,Medical,Male,32,25-34,5470,No,0,2,2,2,9,5-10,No,0
1673,Sales,Sales Executive,2,Life Sciences,Female,31,25-34,5476,No,0,5,4,3,10,5-10,No,0
1674,Research & Development,Laboratory Technician,1,Medical,Female,49,45-54,2587,Yes,1,16,1,2,2,1-2,No,0
1675,Research & Development,Laboratory Technician,1,Medical,Female,38,35-44,2440,No,0,2,2,3,4,2-5,No,0
1676,Sales,Manager,4,Life Sciences,Female,47,45-54,15972,No,0,2,2,3,3,2-5,No,0
1677,Research & Development,Manager,4,Life Sciences,Male,49,45-54,15379,No,0,1,3,3,8,5-10,No,0
1678,Sales,Sales Executive,3,Life Sciences,Male,41,35-44,7082,Yes,1,23,3,3,2,1-2,No,0
1680,Sales,Sales Representative,1,Life Sciences,Male,20,<25,2728,No,0,9,1,3,2,1-2,No,0
1681,Sales,Sales Executive,2,Life Sciences,Female,33,25-34,5368,Yes,1,16,4,3,6,5-10,No,0
1682,Research & Development,Healthcare Representative,2,Life Sciences,Male,36,35-44,5347,No,0,26,3,2,3,2-5,No,0
1683,Human Resources,Human Resources,1,Life Sciences,Female,44,35-44,3195,Yes,1,1,4,3,2,1-2,No,0
1684,Research & Development,Laboratory Technician,1,Medical,Male,23,<25,3989,Yes,1,8,3,3,5,2-5,Yes,1
1687,Research & Development,Laboratory Technician,1,Medical,Female,38,35-44,3306,No,0,4,3,2,0,0-1,No,0
1689,Research & Development,Healthcare Representative,3,Medical,Male,53,45-54,7005,No,0,24,4,3,4,2-5,No,0
1691,Sales,Sales Representative,1,Medical,Female,48,45-54,2655,Yes,1,7,3,3,9,5-10,Yes,1
1692,Research & Development,Laboratory Technician,1,Life Sciences,Male,32,25-34,1393,No,0,2,2,3,1,0-1,Yes,1
1693,Research & Development,Laboratory Technician,1,Medical,Male,26,25-34,2570,No,0,7,4,3,7,5-10,No,0
1694,Research & Development,Research Scientist,1,Technical Degree,Male,55,55+,3537,No,0,22,2,3,4,2-5,No,0
1696,Research & Development,Laboratory Technician,2,Medical,Male,34,25-34,3986,No,0,5,4,4,15,10+,No,0
1697,Research & Development,Healthcare Representative,3,Medical,Male,60,55+,10883,No,0,1,4,4,1,0-1,No,0
1698,Research & Development,Laboratory Technician,1,Medical,Male,33,25-34,2028,No,0,21,2,3,14,10+,No,0
1700,Sales,Sales Executive,2,Medical,Male,37,35-44,9525,No,0,1,4,2,6,5-10,No,0
1701,Research & Development,Research Scientist,1,Life Sciences,Female,34,25-34,2929,No,0,19,4,3,10,5-10,No,0
1702,Sales,Sales Representative,1,Life Sciences,Male,23,<25,2275,Yes,1,7,4,3,3,2-5,Yes,1
1703,Research & Development,Healthcare Representative,3,Life Sciences,Female,44,35-44,7879,Yes,1,2,4,3,8,5-10,No,0
1704,Research & Development,Research Scientist,1,Medical,Male,35,35-44,4930,Yes,1,2,4,4,5,2-5,No,0
1706,Sales,Sales Executive,2,Medical,Male,43,35-44,7847,Yes,1,2,4,3,10,5-10,No,0
1707,Research & Development,Research Scientist,1,Medical,Male,24,<25,4401,No,0,9,3,3,5,2-5,No,0
1708,Sales,Sales Executive,3,Marketing,Male,41,35-44,9241,No,0,6,3,3,10,5-10,No,0
1709,Research & Development,Laboratory Technician,1,Medical,Female,29,25-34,2974,No,0,9,3,3,5,2-5,No,0
1710,Sales,Sales Representative,2,Life Sciences,Female,36,35-44,4502,No,0,2,4,2,13,10+,No,0
1712,Research & Development,Healthcare Representative,3,Life Sciences,Male,45,45-54,10748,No,0,1,3,2,23,10+,No,0
1714,Human Resources,Human Resources,1,Human Resources,Male,24,<25,1555,No,0,22,3,3,1,0-1,Yes,1
1716,Sales,Sales Executive,4,Life Sciences,Male,47,45-54,12936,No,0,9,3,1,23,10+,Yes,1
1718,Research & Development,Laboratory Technician,1,Medical,Male,26,25-34,2305,No,0,17,3,4,3,2-5,No,0
1719,Research & Development,Research Director,4,Technical Degree,Female,45,45-54,16704,No,0,28,2,3,21,10+,No,0
1720,Research & Development,Research Scientist,1,Life Sciences,Male,32,25-34,3433,No,0,10,3,2,5,2-5,No,0
1721,Research & Development,Laboratory Technician,1,Life Sciences,Male,31,25-34,3477,No,0,2,3,4,5,2-5,No,0
1722,Human Resources,Human Resources,2,Human Resources,Male,41,35-44,6430,No,0,4,2,3,3,2-5,No,0
1724,Research & Development,Manufacturing Director,2,Life Sciences,Female,40,35-44,6516,Yes,1,8,1,3,1,0-1,No,0
1725,Research & Development,Laboratory Technician,1,Medical,Male,24,<25,3907,No,0,29,1,4,6,5-10,No,0
1727,Research & Development,Healthcare Representative,2,Life Sciences,Male,46,45-54,5562,No,0,13,2,3,10,5-10,No,0
1728,Research & Development,Manufacturing Director,2,Life Sciences,Male,35,35-44,6883,No,0,27,3,3,7,5-10,No,0
1729,Research & Development,Research Scientist,1,Life Sciences,Male,30,25-34,2862,No,0,16,4,2,10,5-10,No,0
1731,Sales,Sales Executive,2,Marketing,Male,47,45-54,4978,No,0,2,2,1,1,0-1,No,0
1732,Sales,Sales Executive,3,Life Sciences,Male,46,45-54,10368,Yes,1,2,4,2,10,5-10,No,0
1733,Sales,Sales Executive,2,Marketing,Male,36,35-44,6134,Yes,1,13,1,3,2,1-2,Yes,1
1734,Sales,Sales Executive,2,Life Sciences,Male,32,25-34,6735,No,0,1,2,3,0,0-1,Yes,1
1735,Research & Development,Laboratory Technician,1,Medical,Female,23,<25,3295,No,0,4,2,1,3,2-5,No,0
1736,Research & Development,Manufacturing Director,2,Technical Degree,Female,31,25-34,5238,No,0,24,4,2,5,2-5,No,0
1737,Research & Development,Laboratory Technician,2,Life Sciences,Male,39,35-44,6472,Yes,1,1,4,3,9,5-10,No,0
1739,Sales,Sales Executive,3,Life Sciences,Male,32,25-34,9610,No,0,19,3,1,4,2-5,No,0
1740,Sales,Manager,5,Medical,Male,40,35-44,19833,No,0,7,2,2,21,10+,No,0
1744,Human Resources,Human Resources,3,Life Sciences,Female,45,45-54,9756,No,0,4,3,4,5,2-5,No,0
1745,Research & Development,Research Scientist,1,Technical Degree,Female,30,25-34,4968,No,0,2,1,3,9,5-10,No,0
1746,Human Resources,Human Resources,1,Medical,Male,24,<25,2145,No,0,10,4,3,2,1-2,No,0
1747,Human Resources,Human Resources,1,Human Resources,Female,30,25-34,2180,No,0,8,4,2,4,2-5,Yes,1
1749,Sales,Sales Executive,2,Technical Degree,Male,31,25-34,8346,No,0,5,3,3,5,2-5,No,0
1751,Research & Development,Research Scientist,1,Medical,Female,27,25-34,3445,No,0,8,4,2,6,5-10,No,0
1752,Sales,Sales Representative,1,Marketing,Female,29,25-34,2760,No,0,9,2,3,2,1-2,Yes,1
1753,Research & Development,Healthcare Representative,2,Life Sciences,Male,29,25-34,6294,Yes,1,1,3,4,3,2-5,No,0
